"","ID","Name","Nationality","Club_Joining","Contract_Expiry","Rating","Height","Preffered_Foot","Birth_Date","Age","Work_Rate","Weight"
"15145",15145,"Abdulmalek Al Shammary","Saudi Arabia",2014-07-01,2020,58,177,"Left",1995-08-15,21,"Medium / Low",63
"15146",15146,"Rodrigo Cabalucci","Argentina",2016-07-22,2019,58,173,"Left",1992-07-22,24,"High / Medium",65
"15147",15147,"Pavel Kudryashov","Russia",2017-02-16,2019,58,176,"Right",1996-11-27,20,"High / Medium",65
"15148",15148,"Carlos López","United States",2014-01-01,2020,58,184,"Right",1996-07-16,20,"Medium / Medium",78
"15149",15149,"Jurrian Jouvenaar","Netherlands",2016-07-01,2017,58,184,"Right",1998-09-20,18,"Medium / Medium",70
"15150",15150,"Maximilian Entrup","Austria",2016-07-01,2019,59,179,"Right",1997-07-25,19,"High / Low",75
"15151",15151,"Dara O'shea","Republic Of Ireland",2016-07-01,2018,58,178,"Right",1999-03-04,17,"Medium / Medium",65
"15152",15152,"Vladimir Golemic","Serbia",2016-07-01,2017,58,192,"Right",1991-06-28,25,"Low / High",83
"15153",15153,"Sam Schreck","Germany",2016-07-01,2021,58,180,"Right",1999-01-29,17,"Medium / Medium",67
"15154",15154,"Nicolás Álvarez","Argentina",2016-07-18,2017,58,176,"Right",1990-01-22,26,"Medium / Medium",81
"15155",15155,"Roman Laspalles","France",2016-07-01,2020,58,178,"Right",1996-11-02,20,"Medium / Medium",66
"15156",15156,"Roberto Salcedo","Mexico",2010-06-12,2020,58,184,"Right",1991-12-19,25,"Medium / Medium",73
"15157",15157,"Álex Lázaro","Spain",2015-06-30,2018,58,192,"Right",1996-11-02,20,"Medium / Medium",79
"15158",15158,"Jimmy Dunne","Republic Of Ireland",2016-07-14,2018,58,181,"Right",1997-10-19,19,"Medium / High",75
"15159",15159,"Rodrigo Viega","Uruguay",2016-07-05,2020,58,180,"Right",1991-08-07,25,"Medium / Medium",75
"15160",15160,"Gabriel Leiva","Costa Rica",2016-07-01,2020,58,185,"Right",1994-08-27,22,"Medium / Medium",80
"15161",15161,"Omar Abdulaziz Al Sunain","Saudi Arabia",2013-07-01,2020,58,167,"Right",1995-03-14,21,"High / Medium",70
"15162",15162,"Robbie Leitch","Scotland",2016-07-01,2018,58,182,"Left",1998-04-01,18,"Medium / High",75
"15163",15163,"Daniel Rojano","Colombia",2016-07-01,2020,58,180,"Right",1997-04-27,19,"Medium / Medium",75
"15164",15164,"Rafal Dobrolinski","Poland",2016-07-01,2017,58,194,"Right",1988-09-13,28,"Medium / Medium",81
"15165",15165,"Marcin Warcholak","Poland",2014-07-01,2018,58,182,"Left",1989-08-08,27,"Medium / Medium",81
"15166",15166,"Dmitriy Kamenschikov","Russia",2015-01-01,2020,58,182,"Right",1998-08-27,18,"High / Medium",70
"15167",15167,"Diego De La Tejera","Mexico",2016-06-05,2020,58,175,"Right",1995-04-26,21,"Medium / Medium",64
"15168",15168,"Maxim Leitsch","Germany",2016-07-01,2019,58,188,"Left",1998-05-16,18,"Medium / Medium",75
"15169",15169,"Jacob Rasmussen","Denmark",2017-01-06,2018,58,190,"Left",1997-05-28,19,"Medium / Medium",81
"15170",15170,"Steve Ryckaert","Belgium",2016-07-01,2018,58,185,"Left",1998-06-29,18,"Medium / Medium",80
"15171",15171,"Marcel Holzmann","Austria",2012-07-01,2017,58,171,"Left",1990-09-03,26,"Medium / Medium",71
"15172",15172,"Christoph Riegler","Austria",2010-07-01,2017,58,185,"Right",1992-03-30,24,"Medium / Medium",83
"15173",15173,"Teddy Bouriaud","France",2016-06-09,2020,58,175,"Left",1997-01-03,19,"Medium / High",66
"15174",15174,"Daniel Anyembe","Denmark",2014-01-01,2018,58,180,"Right",1998-07-22,18,"Medium / Medium",76
"15175",15175,"Frederik Gytkjær","Denmark",2017-01-16,2020,58,180,"Right",1993-03-16,23,"High / Medium",75
"15176",15176,"Aldo Araujo","Argentina",2014-01-01,2020,58,164,"Right",1992-01-03,24,"Medium / Medium",60
"15177",15177,"Isaac Hemans","Ghana",2016-01-01,2017,58,175,"Left",1996-01-01,21,"High / Medium",70
"15178",15178,"Markus Schubert","Germany",2015-11-28,2019,58,186,"Right",1998-06-12,18,"Medium / Medium",82
"15179",15179,"Vincent Onovo","Nigeria",2016-01-01,2020,58,171,"Left",1995-12-10,21,"Medium / Medium",82
"15180",15180,"Cristian Nevinha","Brazil",2016-01-01,2020,58,186,"Right",1988-02-29,28,"Medium / Medium",78
"15181",15181,"Melvin Neves","France",2016-05-07,2018,58,177,"Right",1996-02-23,20,"Medium / Medium",68
"15182",15182,"Lucio Chiappero","Argentina",2016-01-01,2020,58,175,"Left",1994-05-26,22,"Medium / Medium",70
"15183",15183,"Gino Fechner","Germany",2016-04-29,2018,58,186,"Right",1997-09-05,19,"Medium / Medium",78
"15184",15184,"Brahyan Rivas","Colombia",2016-04-24,2020,58,174,"Right",1997-01-10,19,"Medium / Medium",70
"15185",15185,"Jack Evans","Wales",2016-01-01,2017,58,178,"Right",1998-04-25,18,"Medium / Medium",69
"15186",15186,"Azzedine Zaidi","Belgium",2015-01-01,2018,58,175,"Right",1996-10-13,20,"Medium / Medium",70
"15187",15187,"Thijmen Nijhuis","Netherlands",2015-07-01,2018,58,196,"Right",1998-07-25,18,"Medium / Medium",83
"15188",15188,"Dudu","Brazil",2016-03-16,2020,58,172,"Right",1996-02-24,20,"Medium / Medium",67
"15189",15189,"Nahuel Pájaro","Argentina",2016-04-03,2020,58,180,"Right",1997-05-09,19,"Medium / High",70
"15190",15190,"Vincent Schmidt","Netherlands",2016-04-02,2017,58,175,"Left",1996-01-10,20,"Medium / Medium",70
"15191",15191,"Felix Bindelöv","Sweden",2016-03-14,2018,58,178,"Right",1997-02-23,19,"Medium / High",71
"15192",15192,"Alexey Tataev","Russia",2015-01-01,2020,58,183,"Right",1998-10-08,18,"Low / Medium",75
"15193",15193,"Stefano Contreras","Chile",2016-01-01,2020,58,175,"Right",1996-01-13,20,"Medium / Medium",75
"15194",15194,"Manuel Maranda","Austria",2016-01-01,2020,58,188,"Right",1997-07-09,19,"Medium / Medium",82
"15195",15195,"Valentin Henry","France",2015-07-01,2017,58,178,"Right",1993-09-18,23,"Medium / Medium",73
"15196",15196,"Jo Ju Young","Korea Republic",2016-01-01,2020,58,186,"Right",1994-02-04,22,"High / Low",80
"15197",15197,"Shota Tamura","Japan",2013-01-01,2020,58,168,"Right",1995-02-04,21,"Medium / Medium",62
"15198",15198,"Joaquín Torres","Argentina",2014-12-01,2020,58,177,"Left",1997-01-28,19,"Medium / Medium",70
"15199",15199,"Mason Mount","England",2016-01-10,2018,58,175,"Right",1999-01-10,17,"High / Medium",64
"15200",15200,"Yukio Tsuchiya","Japan",2013-01-01,2020,58,177,"Right",1974-07-31,42,"Medium / Medium",73
"15201",15201,"Shuto Nakahara","Japan",2013-01-01,2020,58,172,"Right",1990-10-29,26,"Medium / Medium",64
"15202",15202,"Yoshiki Matsushita","Japan",2015-07-01,2020,58,174,"Left",1994-03-03,22,"Medium / Medium",63
"15203",15203,"Kunie Kitamoto","Japan",2000-01-01,2020,58,181,"Right",1981-09-18,35,"Low / Medium",78
"15204",15204,"Yuto Koizumi","Japan",2014-01-01,2020,58,190,"Left",1995-09-14,21,"Medium / Medium",83
"15205",15205,"Tasuku Hiraoka","Japan",2014-01-01,2020,58,165,"Right",1996-02-23,20,"Medium / Low",62
"15206",15206,"Takahiro Yanagi","Japan",2013-01-01,2020,58,183,"Right",1997-08-05,19,"Low / High",77
"15207",15207,"Dominik Prokop","Austria",2016-01-01,2018,58,168,"Right",1997-06-02,19,"Medium / Medium",62
"15208",15208,"Koki Ogawa","Japan",2015-01-01,2020,58,183,"Right",1997-08-08,19,"Medium / Medium",70
"15209",15209,"Shintaro Shimizu","Japan",2014-12-31,2020,58,176,"Right",1992-08-23,24,"High / Low",73
"15210",15210,"Nicolás Femia","Argentina",2016-01-04,2020,58,185,"Right",1996-08-08,20,"High / Medium",73
"15211",15211,"Josh Tymon","England",2016-12-23,2018,58,178,"Left",1999-05-22,17,"Medium / Medium",74
"15212",15212,"Kyle Scott","United States",2014-12-23,2019,58,172,"Right",1997-12-22,19,"Medium / Medium",60
"15213",15213,"Daisuke Watabe","Japan",2008-01-01,2020,58,170,"Right",1989-04-19,27,"Medium / Medium",67
"15214",15214,"Tetsuya Enomoto","Japan",2017-01-25,2020,58,180,"Right",1983-05-02,33,"Medium / Medium",76
"15215",15215,"Yoshiaki Fujita","Japan",2011-01-01,2020,58,180,"Right",1983-01-12,33,"Medium / Medium",73
"15216",15216,"Taku Akahoshi","Japan",2007-03-04,2020,58,185,"Right",1984-04-21,32,"Medium / Medium",80
"15217",15217,"Shigeto Masuda","Japan",2011-01-01,2017,58,189,"Right",1992-06-11,24,"Medium / Medium",83
"15218",15218,"Ryan Blair","Scotland",2016-01-27,2019,58,186,"Left",1996-02-23,20,"High / Medium",76
"15219",15219,"Dylann Dufrenne","France",2015-01-01,2020,58,191,"Right",1997-03-29,19,"Medium / Medium",92
"15220",15220,"Kenya Matsui","Japan",2016-01-04,2020,58,187,"Right",1985-09-10,31,"Medium / Medium",72
"15221",15221,"Kei Ishikawa","Japan",2011-01-01,2020,58,185,"Right",1992-09-30,24,"Medium / Medium",83
"15222",15222,"Nicolas Kocik","France",2016-01-29,2020,58,185,"Right",1998-08-04,18,"Medium / Medium",80
"15223",15223,"Anfernee Dijksteel","Netherlands",2016-01-26,2020,58,183,"Right",1996-10-27,20,"Medium / Medium",72
"15224",15224,"Justin Tokishi Kinjo","Japan",2016-01-30,2018,58,180,"Right",1997-02-22,19,"High / Medium",72
"15225",15225,"Luke Amos","England",2015-07-01,2017,58,179,"Right",1997-02-23,19,"Medium / High",72
"15226",15226,"Han Ji Won","Korea Republic",2016-01-08,2018,58,187,"Right",1994-04-09,22,"Medium / Medium",77
"15227",15227,"Kim Gyeong Jae","Korea Republic",2016-01-08,2019,58,183,"Right",1993-07-24,23,"Low / High",73
"15228",15228,"Christopher Martins Pereira","Luxembourg",2015-09-01,2020,58,188,"Right",1997-02-19,19,"Medium / Medium",72
"15229",15229,"Julien Dacosta","France",2016-01-10,2020,58,178,"Right",1996-05-29,20,"Medium / Medium",74
"15230",15230,"Omar Holness","Jamaica",2016-01-14,2020,58,183,"Right",1994-03-13,22,"High / Medium",79
"15231",15231,"Danilo Acosta","Honduras",2015-12-29,2020,58,180,"Right",1997-11-17,19,"Medium / High",77
"15232",15232,"Rowllin Borges","India",2011-01-01,2020,58,185,"Right",1992-06-05,24,"Medium / Medium",75
"15233",15233,"Tyler Miller","United States",2015-12-21,2020,58,193,"Right",1993-03-12,23,"Medium / Medium",88
"15234",15234,"Killian Sanson","France",2016-08-16,2019,58,175,"Right",1997-06-07,19,"Medium / Medium",68
"15235",15235,"Aidan Friel","Republic Of Ireland",2016-12-01,2020,58,177,"Right",1991-01-15,25,"Medium / Medium",72
"15236",15236,"Jérémy Livolant","France",2015-12-06,2020,58,175,"Right",1998-01-09,18,"Medium / Medium",70
"15237",15237,"Carlos Pérez","Colombia",2015-01-01,2020,58,184,"Right",1995-06-15,21,"Medium / Medium",75
"15238",15238,"Jimmy Mican","Colombia",2015-01-01,2020,58,176,"Left",1994-05-13,22,"Medium / Medium",63
"15239",15239,"Ciarán Coll","Republic Of Ireland",2009-02-01,2017,58,178,"Left",1991-08-19,25,"Medium / High",64
"15240",15240,"Scott Wharton","England",2015-09-01,2018,58,182,"Left",1997-10-03,19,"Medium / Medium",75
"15241",15241,"Yhoan Andzouana","Dr Congo",2015-11-08,2019,58,177,"Right",1996-12-13,20,"Medium / Medium",69
"15242",15242,"Liridon Silka","Kosovo",2015-01-01,2017,58,173,"Right",1990-07-17,26,"Medium / Medium",69
"15243",15243,"Bobo Sollander","Sweden",2006-04-01,2017,58,190,"Right",1985-06-26,31,"High / High",90
"15244",15244,"Jorge Obregón","Colombia",2015-11-01,2020,58,176,"Right",1997-03-29,19,"Low / Low",72
"15245",15245,"Aryn Williams","Australia",2015-10-30,2017,58,176,"Right",1993-10-28,23,"Medium / Medium",71
"15246",15246,"Duman Herrera","Colombia",2015-10-31,2020,58,170,"Right",1995-07-30,21,"Medium / Medium",62
"15247",15247,"Filippo Bandinelli","Italy",2016-07-12,2018,58,180,"Left",1995-03-29,21,"Medium / Medium",74
"15248",15248,"Eduard Gutiérrez","Colombia",2015-10-17,2020,58,184,"Right",1995-08-09,21,"Medium / Medium",84
"15249",15249,"Dani Hernández","Spain",2015-08-01,2017,58,181,"Right",1996-03-26,20,"Medium / Medium",75
"15250",15250,"Ronaldo Tavera","Colombia",2015-09-25,2020,58,174,"Right",1995-07-31,21,"Medium / Medium",67
"15251",15251,"Diego Cruz","Mexico",2015-07-01,2020,58,167,"Right",1995-01-13,21,"Medium / Medium",60
"15252",15252,"Joel Arimany","Spain",2015-09-18,2019,58,187,"Right",1998-05-28,18,"Medium / Medium",74
"15253",15253,"Jack Fitzwater","England",2015-09-11,2020,58,188,"Right",1997-09-23,19,"Medium / Medium",70
"15254",15254,"Ilya Viznovich","Russia",2015-07-01,2020,58,182,"Right",1998-02-10,18,"Medium / Medium",75
"15255",15255,"Jacob Tratt","Australia",2016-09-18,2017,58,190,"Right",1994-09-14,22,"Medium / Medium",85
"15256",15256,"Javito","Spain",2015-07-01,2017,58,180,"Right",1997-12-18,19,"Medium / Medium",75
"15257",15257,"Valentin Voisin","France",2015-08-22,2019,58,181,"Right",1996-06-19,20,"Medium / Medium",73
"15258",15258,"Ali Abdullah Hazazi","Saudi Arabia",2013-07-01,2020,58,183,"Left",1994-02-18,22,"Medium / Medium",63
"15259",15259,"Abdullah Ali Al Megbas","Saudi Arabia",2014-07-01,2020,58,170,"Right",1996-01-13,20,"Medium / Medium",57
"15260",15260,"Diego Soto","Chile",2015-01-01,2020,58,170,"Left",1998-10-22,18,"High / Medium",70
"15261",15261,"Matías Manríquez","Chile",2015-08-01,2020,58,170,"Left",1996-03-09,20,"Low / Medium",67
"15262",15262,"Austine Ikenna","Nigeria",2015-08-10,2017,58,183,"Right",1993-08-15,23,"Medium / Medium",83
"15263",15263,"Louis Deschateaux","France",2015-07-01,2017,58,184,"Right",1997-04-16,19,"Medium / Medium",75
"15264",15264,"Frank Ronstadt","Germany",2015-08-07,2018,58,179,"Right",1997-07-21,19,"Medium / Medium",76
"15265",15265,"Kyle Storer","England",2015-07-01,2017,58,180,"Right",1987-04-30,29,"Low / High",76
"15266",15266,"Harry Souttar","Scotland",2016-09-30,2019,58,198,"Right",1998-10-22,18,"Medium / Medium",80
"15267",15267,"Julian Ryerson","Norway",2015-01-01,2017,59,170,"Right",1997-11-17,19,"High / Medium",70
"15268",15268,"Alexander Munksgaard","Denmark",2015-07-01,2021,58,185,"Right",1997-12-13,19,"High / Medium",75
"15269",15269,"Ever Valencia","Colombia",2015-07-26,2023,62,175,"Left",1997-01-23,19,"Medium / Medium",73
"15270",15270,"Volodymyr Koval","Ukraine",2015-07-01,2017,58,174,"Right",1992-03-06,24,"High / Medium",77
"15271",15271,"Fabián Astorga","Chile",2015-09-12,2023,58,174,"Right",1997-02-07,19,"Medium / Medium",71
"15272",15272,"Steven Da Veiga","France",2015-07-01,2018,58,176,"Left",1995-07-25,21,"Medium / Medium",80
"15273",15273,"Giorgi Jobava","Georgia",2014-07-01,2017,58,172,"Right",1996-04-01,20,"Medium / Medium",68
"15274",15274,"Stephen Humphrys","England",2014-09-15,2017,58,185,"Right",1997-09-15,19,"Medium / Medium",69
"15275",15275,"Mateusz Hewelt","Poland",2015-07-03,2017,58,183,"Right",1996-09-23,20,"Medium / Medium",64
"15276",15276,"Joe Rodon","Wales",2015-07-03,2019,58,190,"Right",1997-10-22,19,"Medium / Medium",76
"15277",15277,"Antonio Torres","Mexico",2017-01-04,2021,58,189,"Right",1996-05-23,20,"Medium / Medium",83
"15278",15278,"Axel Prohouly","France",2015-06-15,2018,58,182,"Right",1997-06-30,19,"Medium / Medium",75
"15279",15279,"Tim Wiesner","Germany",2015-07-01,2017,58,192,"Right",1996-11-21,20,"Medium / Medium",87
"15280",15280,"Lennert De Smul","Belgium",2016-07-01,2019,58,180,"Right",1996-06-20,20,"Medium / Medium",71
"15281",15281,"Nikolai Rehnen","Germany",2015-06-25,2018,58,189,"Right",1997-02-04,19,"Medium / Medium",82
"15282",15282,"Helge Valvatne Sandvik","Norway",2016-01-11,2017,58,185,"Right",1990-02-05,26,"Medium / Medium",75
"15283",15283,"Geovanni Banguera","Colombia",2015-10-17,2023,58,187,"Right",1995-12-15,21,"Medium / Medium",80
"15284",15284,"Ronaldo Ariza","Colombia",2015-03-01,2023,58,168,"Left",1998-01-17,18,"Medium / Medium",60
"15285",15285,"Zachary Herivaux","Haiti",2015-05-02,2023,58,185,"Right",1996-02-01,20,"High / High",68
"15286",15286,"Accursio Bentivegna","Italy",2014-07-01,2019,58,170,"Right",1996-06-21,20,"High / Medium",68
"15287",15287,"Vebjørn Walnum Vinje","Norway",2015-04-01,2017,58,184,"Right",1995-04-07,21,"Medium / Medium",78
"15288",15288,"Choi Bong Jin","Korea Republic",2015-07-11,2018,58,193,"Right",1992-04-06,24,"Medium / Medium",83
"15289",15289,"Erik Granat","Sweden",2014-01-01,2017,58,172,"Right",1995-08-09,21,"Medium / Medium",61
"15290",15290,"Andreas Helmersen","Norway",2015-03-17,2017,58,178,"Left",1998-03-15,18,"High / Low",71
"15291",15291,"Holicharan Narzary","India",2016-05-14,2023,58,179,"Right",1994-05-10,22,"Medium / Medium",74
"15292",15292,"Eugeneson Lyngdoh","India",2016-05-14,2023,59,175,"Right",1986-09-10,30,"Medium / Medium",68
"15293",15293,"Augustin Fernandes","India",2016-05-14,2023,58,179,"Right",1988-10-13,28,"Low / Medium",78
"15294",15294,"Leonardo Fontanesi","Italy",2013-07-01,2020,58,181,"Right",1996-02-20,20,"Medium / High",77
"15295",15295,"Joo Hyeon Woo","Korea Republic",2015-01-01,2023,58,174,"Left",1990-09-12,26,"High / Medium",71
"15296",15296,"Emmanuel Onariase","England",2016-01-29,2017,58,188,"Right",1996-10-21,20,"Medium / Medium",82
"15297",15297,"Park Seon Hong","Korea Republic",2015-01-01,2019,58,178,"Right",1993-11-05,23,"High / Low",68
"15298",15298,"Timur Akmurzin","Russia",2013-10-22,2019,58,189,"Right",1997-12-07,19,"Medium / Medium",80
"15299",15299,"Dzenis Burnic","Germany",2015-07-01,2018,58,185,"Left",1998-05-22,18,"Medium / Medium",70
"15300",15300,"Yann Mabella","France",2015-03-04,2019,58,182,"Right",1996-02-22,20,"Medium / Medium",79
"15301",15301,"Jack Storer","England",2016-05-09,2018,58,185,"Right",1998-01-02,18,"Medium / Medium",70
"15302",15302,"Lucas Campana","Argentina",2015-02-16,2023,58,180,"Right",1993-03-11,23,"Medium / Low",70
"15303",15303,"Danilo Arboleda","Colombia",2017-01-06,2023,58,189,"Right",1995-05-16,21,"Low / Medium",77
"15304",15304,"Greg Luer","England",2015-01-01,2017,58,180,"Right",1994-12-06,22,"High / Medium",73
"15305",15305,"Maximiliano Méndez","Argentina",2014-07-07,2023,58,174,"Right",1995-10-31,21,"Medium / Medium",70
"15306",15306,"Conor Donovan","United States",2015-01-15,2023,58,188,"Left",1996-01-08,20,"Low / High",80
"15307",15307,"Ashley Hunter","England",2015-01-05,2019,58,178,"Right",1995-09-29,21,"High / Medium",67
"15308",15308,"Steve Kuzmanovski","Australia",2015-06-08,2017,58,174,"Right",1997-01-04,19,"Medium / Low",64
"15309",15309,"Kostadin Gadzhalov","Bulgaria",2015-01-04,2017,58,186,"Right",1989-06-20,27,"Medium / Medium",75
"15310",15310,"Lucio Compagnucci","Argentina",2016-07-01,2018,58,174,"Right",1996-02-23,20,"Medium / Medium",73
"15311",15311,"Jannik Pohl","Denmark",2014-12-06,2020,58,183,"Right",1996-04-06,20,"High / Low",77
"15312",15312,"Josh Bingham","Australia",2014-11-30,2017,58,182,"Right",1994-12-27,22,"High / Medium",81
"15313",15313,"Kabongo Tshimanga","England",2014-11-08,2023,58,180,"Right",1997-07-22,19,"Medium / High",78
"15314",15314,"Aaron Mceneff","Republic Of Ireland",2015-07-30,2018,58,175,"Right",1995-07-09,21,"Medium / Medium",70
"15315",15315,"Sultan Ahmed Mandash","Saudi Arabia",2014-07-01,2017,58,175,"Right",1994-10-17,22,"Medium / Medium",58
"15316",15316,"Christopher Rabitsch","Austria",2014-11-01,2018,58,182,"Right",1996-04-10,20,"Medium / Medium",70
"15317",15317,"Jamie Mcgrath","Republic Of Ireland",2017-01-15,2017,58,175,"Left",1996-09-30,20,"Medium / Medium",70
"15318",15318,"Ben Godfrey","England",2016-01-15,2019,58,183,"Right",1998-01-15,18,"Medium / Medium",74
"15319",15319,"Christopher Hamilton","England",2016-07-01,2017,58,185,"Left",1995-03-23,21,"Medium / Medium",74
"15320",15320,"Ola Adeyemo","Nigeria",2016-03-31,2017,58,183,"Right",1995-01-15,21,"Medium / Medium",74
"15321",15321,"Maurice Jerome Litka","Germany",2014-09-14,2018,58,180,"Left",1996-01-02,20,"Medium / Medium",68
"15322",15322,"Bradley Collins","England",2014-07-01,2018,58,184,"Right",1997-02-18,19,"Medium / Medium",69
"15323",15323,"Rezan Corlu","Denmark",2015-07-02,2017,58,170,"Left",1997-08-07,19,"Medium / Medium",72
"15324",15324,"Francisco Ilarregui","Argentina",2015-01-08,2018,58,170,"Right",1997-05-06,19,"Medium / Low",68
"15325",15325,"Achille Campion","France",2016-12-01,2017,58,188,"Right",1990-03-10,26,"Medium / Medium",91
"15326",15326,"Emmanuel Sonupe","England",2016-08-12,2017,58,180,"Right",1996-03-21,20,"Medium / Medium",70
"15327",15327,"William Miller","England",2014-07-01,2018,58,176,"Right",1996-06-08,20,"Medium / Medium",70
"15328",15328,"Davide Costa","Italy",2013-07-01,2018,58,189,"Right",1996-03-22,20,"Medium / Medium",83
"15329",15329,"Mads Døhr Thychosen","Denmark",2014-08-25,2021,58,178,"Right",1997-06-27,19,"High / Medium",65
"15330",15330,"Jeff Barria","Chile",2014-07-01,2023,58,188,"Right",1994-05-11,22,"Medium / Medium",83
"15331",15331,"Brayan Silva","Colombia",2014-08-01,2023,58,188,"Right",1997-09-04,19,"Medium / Medium",78
